product_title,parent_asin,rating,review_title,review_text,timestamp,verified_purchase,helpful_vote,date,year
"Natrol High Caffeine Tablets, Energy Support, Helps Enhance Endurance and Mental Focus, Caffeine Supplement, Fatigue, Pre-Workout, Extra Strength, 200mg, 100 Count",B000OPV118,5.0,Would buy again,"Product as described, worked well. If 200mg is too much they are not hard to split in half by hand.",1584781166714,True,0,2020-03-21 08:59:26.714,2020
"TERRA ORIGIN Healthy Gut Chocolate | 30-Servings with L-Glutamine, Zinc, Glucosamine, Slippery Elm Bark, Marshmallow Root and More!",B08JD1VFJK,5.0,Try this healthy Gut! It’s amazing how it helps with gut discomfort.,"I love this product! If you gut issues like digestive issues, bloating after eating, fullness, acid reflux, abdominal pain after eating. Then try this healthy gut now! It’s amazing. I have pancreatic issues an this helps. It also helps friends I know with bloating an discomfort after meals . Drink it down an about 30 min later you can feel the difference. The taste is good an easy to drink.",1620228698372,True,3,2021-05-05 15:31:38.372,2021
"Sports Research Collagen Peptides Powder - Hydrolyzed Type 1 & 3 Collagen Protein Supplement for Skin, Nails, Bones & Joints - Easy Mixing Vital Nutrients & Amino Acids, Collagen for Women & Men",B0BL2GJJ13,5.0,Great taste and blends well,"I've tried many collagen powders, this one is one of the best.  I use it in my coffee.  There is no after taste and it blends well, none left in the bottom of the cup.",1643775899336,True,2,2022-02-02 04:24:59.336,2022
"No Cow High Protein Bars, Sweet Tooth Combo Pack, 20g Plus Plant Based Vegan Protein, Keto Friendly, Low Sugar, Low Carb, Low Calorie, Gluten Free, Naturally Sweetened, Dairy Free, Non GMO, Kosher, 12 Pack",B0BR8FC8MH,4.0,Keeps me away from donuts,"The cinnamon roll flavor is my favorite. The texture is a bit dry, but it is definitely filling and takes me to lunch without being so hungry that I gorge at lunch and no hard sugar crash.",1670511995811,True,0,2022-12-08 15:06:35.811,2022
"Muscle Milk Genuine Protein Shake, Chocolate, 25g Protein, 11 Fl Oz (Pack of 4)",B014V009BE,5.0,Better than most,"These taste way better than others on the market. They may be a couple dollars more but its worth it. Chocolate is decent but I really like the vanilla. Try it out, you with probably agree.",1597935215688,True,0,2020-08-20 14:53:35.688,2020
Juvenon Nitric Oxide Blood Flow-7 - Nitric Oxide Supplement with L Arginine and L Citrulline (90 Capsules) - Nitric Oxide Booster for Healthy Aging & Heart Health - Nitric Oxide Pills for Men & Women,B09QXXBNR1,1.0,It does not work!,"It did not work at all for me I tried it for three months which is a fair trial and didn't work for me, it did not offer any of the things that it would do for you. I tried to return it and they would not give me my money back ,if it 1 day over 60 days no refund. I talked to 2 different people and they rud and hung up.",1663271901221,False,0,2022-09-15 19:58:21.221,2022
"Premier Protein Powder, Cafe Latte , 30g Protein, 1g Sugar, 100% Whey Protein, Keto Friendly, No Soy Ingredients, Gluten Free, 17 servings, 23.9 Ounce (Pack of 1)",B07XB37LLX,5.0,Great,Tasted great,1584696277617,True,0,2020-03-20 09:24:37.617,2020
"SASCHA FITNESS BCAA 4:1:1 + Glutamine, HMB, L-Carnitine, HICA | Powerful and Instant Powder Blend with Branched Chain Amino Acids (BCAAs) for Pre, Intra and Post-Workout | Natural Grape Flavor, 350g",B079H2LR1T,5.0,Good product,"Good flavor, makes me feel better during the work out",1595908376353,True,0,2020-07-28 03:52:56.353,2020
"CanDo Krisp - Keto Snack & Keto Bar (12 Pack, Almond Butter Chocolate Chip) - Low-Carb Snack, Low-Sugar High Protein Bar - Gluten-Free Crispy, Perfectly Delicious Healthy Meal Replacement - Keto Krisp",B09Y17CWGB,5.0,Tasty goodness,These bars are delicious! Perfect snack for doing keto. We just keep buying them!,1665682567189,True,0,2022-10-13 17:36:07.189,2022
Utopia Home 2-Pack Shaker Bottle - 24 Ounce Protein Shaker Bottle for Pre & Post workout drinks - Classic Protein Mixer Shaker Bottle with Twist and Lock Protein Box Storage(All Black & Clear/Black),B08THP9GSG,5.0,The best,Best set on Amazon.,1612958408344,True,0,2021-02-10 12:00:08.344,2021
"Truvani Organic Vegan Protein Powder Peanut Butter - 20g of Plant Based Protein, Organic Protein Powder, Pea Protein for Women and Men, Vegan, Non GMO, Gluten Free, Dairy Free (20 Servings)",B09FD8STXW,5.0,Great chocolate taste,The thing I love the most about this product is the clean ingredient list. We try to eat mostly organic when we can but it’s not super easy to find high quality organic protein powders.<br />This powder doesn’t have the sickly sweet taste of some other protein powders I’ve tried but I couldn’t get it all the way smooth which wasn’t a huge deal for me as I ended up blending it with some ice and macadamia nut milk for a refreshing pick me up in the afternoon.<br />I’m looking forward to getting the full sized bag so I can try adding it to my coffee and making peanut butter chocolate shakes for my husband too!,1618972878950,True,0,2021-04-21 02:41:18.950,2021
Planet Superfood Sport Recovery Protein Bar with Cherries - Keto Chocolate Bar for Post Workout Recovery - Vegan Protein Snacks to Help Rebuild Muscle - Zero-Sugar Added Low Carb Snacks - 12 Pack,B0BS43RRDY,4.0,Tastes good,Pretty good low carb bar. It tastes like a treat. Flavor and texture are good. I prefer something sweetened with just stevia.,1672294238535,False,0,2022-12-29 06:10:38.535,2022
"BSN SYNTHA-6 Whey Protein Powder with Micellar Casein, Milk Protein Isolate Powder, Vanilla Ice Cream, 48 Servings (Packaging May Vary)",B0C3WS4K1F,1.0,Tastes good. ingredients not so good.,"I used syntha 6 for YEARS. and after researching a lot about protein, I found out that the ingredients in this protein shake is not good.  It has both acesulfame potassium and sucralose... hm....  i would look for something healthier.  just my two cents.",1632879048948,False,1,2021-09-29 01:30:48.948,2021
"Snap Supplements Organic Beet Root Powder Nitric Oxide Supplement, Support Healthy Blood Flow, Heart Health, Natural Energy, Circulation Superfood, 30 Servings, 250g (Mixed Berry)",B0BGQLZHGS,5.0,Getting my HBP under control!,My blood pressure has been coming down incrementally since I started using this product.  It's worth the money so far.,1639431428563,True,64,2021-12-13 21:37:08.563,2021
"Ancient Nutrition Collagen Powder Protein, Multi Collagen Chocolate Protein Powder, 24 Servings, with Vitamin C, Hydrolyzed Collagen Peptides Supports Skin and Nails, Gut Health, 10oz",B0BF157Q8N,5.0,Great product,No taste leaves me full my skin is nicer,1620819711524,True,1,2021-05-12 11:41:51.524,2021
"TruHeight Growth Protein Shake Ages 5+ (Vanilla) - Clinically Proven Nutrients, Vitamins, & Minerals Developed by Pediatricians - Immune Support for Kids, Non-GMO, Gluten-Free, Protein Powder Snacks",B0B4YZVQG1,4.0,Two (2) Scoops Please; But What Formula Today?,"Mild, unique chocolate aroma<br />Mild chocolate flavor<br />No clumping<br />Made in USA<br />Soft powder<br />GMP<br /><br />Considerations<br />Different from listing’s picture<br />Has artificially made ingredients – sucralose most concerning<br /><br />The bag<br />The powder arrived in a 9” inch tall, 5½” wide and near 2 ½” deep sealed plastic like food type bag that the top can be torn off and then allowed to reseal, with no issue.<br /><br />Aroma & Taste<br />There is no accounting for smell or taste, however, chocolate is universal, and this has a mild, delicate aroma and taste of a chocolate (water based) shake.<br /><br />The Great Debate<br />The science is kind of thin surrounding the benefits of these kinds of supplements, however, it’s universally known that cultures with heavily biased protein-based diets may grow taller. Now whether there are health benefits using this product will not be outlined or debated here, as the reader can make that conclusion independently. Notwithstanding, this writer wanted to take advantage of those benefits we understand are associated with taking this supplement which is marketed toward growth in height for children.<br /><br />Value<br />This offers pricing that is competitive with other supplements that have some, but not all the same ingredients. These powders never seem to be inexpensive. There is a price to pay for results, I guess. I have never seen such vitamins and minerals targeted so specifically for children and their growth, so this is where the value seems to come into play. I am happy to have selected this to at least try, the results are still pending, as any results are measured in months, not days.<br /><br />The Brand<br />I never heard of the TrueHeight brand before selecting this.<br /><br />GMP<br />This was reported to have been made using GMP (good manufacturing practices).<br /><br />Allergy Warnings<br />This was manufactured in a facility that processes milk, eggs, shellfish, tree nuts, peanuts, soy and wheat, and that those ingredients may be in this powder.<br /><br />The powder<br />The powder is very soft. The texture is smooth. The powder, with enough mixing, for the most part, dissolved in water in a fairly short time. The powder did not clump, like a rock, in the bag or in the liquid.<br /><br />Ingredients<br />The powder is made in the USA, from globally sourced ingredients. We would suggest reading the label on the bag in the listing, however, that listing’s picture is different from what we received. I’m not happy about that. Either have the formula down pat or not, but I do not like to be part of any experiment in formulation, and for that reason, a star is taken away.<br /><br />Artificial sweetener<br />Has artificially made ingredients – sucralose most concerning. I will leave that to the reader to decide whether they want something that science had to create to make.<br /><br />Best of both worlds<br />These have the best of both worlds, vitamins and minerals and a formula for growth. So, we can say goodbye to chewing or swallowing a hard pill that’s even close to these ingredients. I think this should be beneficial, only time will tell, and in this instance, I was given a bag with (15) servings, which is not going to last the many months needed to see results.<br /><br />Digestion<br />No complaints if taken during or just after a meal.<br /><br />Fresh product received<br />The date of manufacture was labeled. October 05, 2022, I received these at the start of December 2022. Expiration was labeled as being September 2024.<br /><br />Always consult a healthcare professional prior to anyone taking a supplement.<br /><br />I hope my thoughts were informative.",1670537919173,False,3,2022-12-08 22:18:39.173,2022
"Wholesome Wellness Multi Collagen Protein Powder Hydrolyzed (Type I II III V X) Grass-Fed All-in-One Super Bone Broth + Collagen Peptides - Premium Beef, Chicken, Wild Fish, Eggshell Collagen",B07L48J4HW,5.0,Collagen,"I like everything about it.,The only visual results that I see is my hair feels thicker. I think my nails grow faster but the still seem to break",1639373050239,True,0,2021-12-13 05:24:10.239,2021
"Optimum Nutrition Amino Energy - Pre Workout with Green Tea, BCAA, Amino Acids, Keto Friendly, Green Coffee Extract, Energy Powder - Watermelon, 65 Servings",B0B3LK46R8,4.0,.,Taste weird at first but you’ll get use to it.,1604584296627,True,0,2020-11-05 13:51:36.627,2020
"Solofit Protein Shaker Bottles with Shaker Balls– Leak Proof Smoothie & Drink Shaker Bottle – Portable Supplement Mixer Cup - Ideal for Fitness Enthusiasts, Athletes",B08N6ZP2HL,5.0,Good quality,Good quality,1622208032190,True,0,2021-05-28 13:20:32.190,2021
"Amazing Grass Organic Plant Protein Blend: Vegan Protein Powder, New Protein Superfood Formula, All-In-One Nutrition Shake with Beet Root, Pure Vanilla, 11 Servings",B0B9QK2DWN,5.0,Tasty and easy to mix,"Usually I put this type of powder into a smoothie with a banana and some coconut milk, but for purposes of this review I also put it plain into cold water and used a spoon to mix. Obviously it wasn't as easy to dissolve as in a blender but it actually did pretty well for a vegan protein powder.<br /><br />This is definitely one of the better brands.",1634258658857,False,0,2021-10-15 00:44:18.857,2021
"PureBeets | Made from Pure Organically Grown Beets | Best Value Beetroot Nitric Oxide Supplement | Beets Support Faster Recovery & Total Body Health - Viva Deo (17.5 oz, 78 Servings)",B01N24VNXM,2.0,PureBeets - Organic Beet roots,"I LOVE beets of any kind and even the greens, however, I couldn't get one glass of this down.  It is just too strong tasting for me and a friend who also tried this.",1613640160218,True,0,2021-02-18 09:22:40.218,2021
"Truvani Organic Vegan Protein Powder Peanut Butter - 20g of Plant Based Protein, Organic Protein Powder, Pea Protein for Women and Men, Vegan, Non GMO, Gluten Free, Dairy Free (20 Servings)",B09FD8STXW,5.0,You won't be disappointed.,I have to admit that I am pleasantly surprised by this product. So many claim to be delicious and nonchalky but Truvani's Plant Based Protein Powder really is. I most definitely will purchase the Vanilla protein powder again. So very yummy. I'm excited to try new products. Give them a try. You won't be disappointed.,1612058547168,False,0,2021-01-31 02:02:27.168,2021
"Sports Research Collagen Peptides Powder - Hydrolyzed Type 1 & 3 Collagen Protein Supplement for Skin, Nails, Bones & Joints - Easy Mixing Vital Nutrients & Amino Acids, Collagen for Women & Men",B0BL2GJJ13,5.0,No flavor is prefect,I liked that I didn't taste any flavor because I put it in my oatmeal with protein powder so my breakfast is packed with needed nutrients!,1648236312911,True,1,2022-03-25 19:25:12.911,2022
